Player,Year,Draft_Pick,Ht_No_Shoes,Ht_Shoes,Wingspan,Standing_reach,Max_Vert,Max_Vert_Reach,No_Step_Vert,No_Step_Vert_Reach,Weight,Body_Fat,Hand_Length,Hang_Width,Bench,Agility,Sprint,Player_Link,DX_Player_ID
"
						
							Scott VanderMeer
						
					",2009,-,"6'11""","7'1""","7'1 ¾""",-,-,-,-,-,257,-,-,-,-,-,-,/profile/Scott-VanderMeer-23665/,Scott-VanderMeer-23665
"
						
							Garrett Stutz
						
					",2012,-,"6'11""",-,"7'3""",-,-,-,"25.3""","2'0 ¼""",252,-,-,-,-,11.84,3.68,/profile/Garrett-Stutz-16420/,Garrett-Stutz-16420
"
						
							Henk Norel
						
					",2009,47,"6'11""","6'11 ¾""","7'1""","9'2""","27""","11'5""","24""","11'2""",236,-,-,-,-,-,4.01,/profile/Henk-Norel-1156/,Henk-Norel-1156
"
						
							Mike Tobey
						
					",2013,-,"6'11""","7'0""","7'0 ½""","9'1 ½""",-,-,-,-,244,-,-,-,-,-,-,/profile/Mike-Tobey-58740/,Mike-Tobey-58740
"
						
							Zach Brown
						
					",2014,-,"6'11""",-,"7'3""",-,-,-,-,-,260,-,-,-,-,-,-,/profile/Zach-Brown-83148/,Zach-Brown-83148
"
						
							Raekwon Long
						
					",2014,-,"6'11""",-,"7'0""",-,-,-,-,-,254,-,-,-,-,-,-,/profile/Raekwon-Long-81906/,Raekwon-Long-81906
"
						
							Sergiy Zagreba
						
					",2015,-,"6'11""","7'0""","7'1""","9'1 ½""","26""","11'3 ½""","22.5""","11'0""",233,-,-,-,-,11.9,3.76,/profile/Sergiy-Zagreba-47069/,Sergiy-Zagreba-47069
"
						
							Ikey Obiagu
						
					",2015,-,"6'11""",-,"7'5""",-,-,-,-,-,224,-,-,-,-,-,-,/profile/Ikechukwu-Obiagu-89910/,Ikechukwu-Obiagu-89910
"
						
							DeAndre Ayton
						
					",2015,-,"6'11""",-,"7'4 ½""","9'4 ½""","34.5""","12'3""","28.5""","11'9""",234,-,-,-,-,14.04,3.67,/profile/DeAndre-Ayton-7302/,DeAndre-Ayton-7302
"
						
							Chol Marial
						
					",2016,-,"6'11""",-,"7'9""",-,-,-,-,-,206,-,-,-,-,-,-,/profile/Chol-Marial-92047/,Chol-Marial-92047
"
						
							Brandon Mccoy
						
					",2017,-,"6'11""","7'0 ½""","7'2 ¼""","9'1 ½""",-,-,-,-,250,-,-,-,-,-,-,/profile/Brandon-Mccoy-90025/,Brandon-Mccoy-90025
"
						
							Jason Smith
						
					",2007,20,"6'10 ¾""","6'11 ½""","6'10 ¾""","8'10""","37.5""","11'11 ½""","33.5""","11'7 ½""",233,7.5,-,-,15,10.96,3.29,/profile/Jason-Smith-369/,Jason-Smith-369
"
						
							Curtis Borchardt
						
					",2002,18,"6'10 ¾""","7'0 ¼""","7'2 ½""","9'4""","27""","11'7""","24""","11'4""",238,-,-,-,7,12.56,3.63,/profile/Curtis-Borchardt-1735/,Curtis-Borchardt-1735
"
						
							Ken Johnson
						
					",2001,48,"6'10 ¾""","6'11""","7'4""","9'1 ½""","35""","12'0 ½""","32.5""","11'10""",227,-,-,-,13,11.27,3.12,/profile/Ken-Johnson-3033/,Ken-Johnson-3033
"
						
							Robert Sacre
						
					",2012,60,"6'10 ¾""","6'11 ¾""","7'0 ½""","8'11 ½""","30""","11'5 ½""","29""","11'4 ½""",263,11.1,"9.5""",-,17,11.91,3.42,/profile/Robert-Sacre-5814/,Robert-Sacre-5814
"
						
							Fab Melo
						
					",2012,22,"6'10 ¾""","7'0""","7'2 ½""","9'2""","31""","11'9""","29.5""","11'7 ½""",255,9.2,"9""","10""",9,12.14,3.44,/profile/Fab-Melo-5715/,Fab-Melo-5715
"
						
							Sertac Sanli
						
					",2012,-,"6'10 ¾""","7'0""","7'3 ¼""","9'2 ½""","24.5""","11'3""","18.5""","10'9""",262,-,-,-,-,12.61,3.93,/profile/Sertac-Sanli-40074/,Sertac-Sanli-40074
"
						
							Erek Hansen
						
					",2006,-,"6'10 ¾""","6'11 ¾""","7'3""",-,-,-,-,-,218,-,-,-,-,-,-,/profile/Erek-Hansen-28230/,Erek-Hansen-28230
"
						
							Aziz N'Diaye
						
					",2013,-,"6'10 ¾""",-,"7'6 ½""","9'5""",-,-,-,-,259,-,-,-,-,-,-,/profile/Aziz-N-Diaye-16523/,Aziz-N-Diaye-16523
"
						
							Steven Adams
						
					",2013,12,"6'10 ¾""","7'0""","7'4 ½""","9'1 ½""","33""","11'10 ½""","28.5""","11'6""",255,6.7,"9.5""","11""",16,11.85,3.4,/profile/Steven-Adams-6301/,Steven-Adams-6301
"
						
							Kelly Olynyk
						
					",2013,13,"6'10 ¾""","7'0""","6'9 ¾""","9'0""","29.5""","11'5 ½""","24.5""","11'0 ½""",234,6.7,"8.5""","10""",5,11.42,3.59,/profile/Kelly-Olynyk-19790/,Kelly-Olynyk-19790
"
						
							Jeff Withey
						
					",2013,39,"6'10 ¾""","7'0 ½""","7'2""","9'2 ½""","29""","11'7 ½""","26.5""","11'5""",222,8.7,"9""","9.75""",10,12.49,3.47,/profile/Jeff-Withey-5259/,Jeff-Withey-5259
"
						
							Daniel Miller
						
					",2014,-,"6'10 ¾""","6'11 ¾""","7'2""","9'2 ½""","30.5""","11'9""","26""","11'4 ½""",267,13.8,"9""","9.25""",18,12.62,3.49,/profile/Daniel-Miller-19806/,Daniel-Miller-19806
"
						
							Victor Arteaga
						
					",2014,-,"6'10 ¾""","6'11 ¾""","7'4 ¾""","9'4 ½""","26""","11'6 ½""","23.5""","11'4""",241,-,-,-,-,12.81,3.64,/profile/Victor-Arteaga-40123/,Victor-Arteaga-40123
"
						
							Robert Upshaw
						
					",2015,-,"6'10 ¾""","7'0""","7'5 ½""","9'5""",-,-,-,-,258,12.5,"10""","11""",-,-,-,/profile/Robert-Upshaw-6447/,Robert-Upshaw-6447
"
						
							Daniel Clark
						
					",2010,-,"6'10 ½""","6'11 ¾""","7'1 ¼""","9'3""","28.7""","11'7 ½""","23.2""","11'2""",241,-,-,-,-,-,-,/profile/Daniel-Clark-337/,Daniel-Clark-337
"
						
							Uros Lukovic
						
					",2010,-,"6'10 ½""","7'0 ¼""","7'3 ¼""","9'4 ½""","28.3""","11'8 ¾""","22""","11'2 ½""",261,-,-,-,-,-,-,/profile/Uros-Lukovic-69521/,Uros-Lukovic-69521
"
						
							Joakim Noah
						
					",2007,9,"6'10 ½""","7'0""","7'1 ¼""","8'10 ½""","37.5""","12'0""","32.5""","11'7""",223,4.8,-,-,12,11.79,3.47,/profile/Joakim-Noah-589/,Joakim-Noah-589
"
						
							Spencer Hawes
						
					",2007,10,"6'10 ½""","7'0 ¾""","7'0 ½""","9'2""","29""","11'7""","26""","11'4""",244,13,-,-,9,11.88,3.51,/profile/Spencer-Hawes-483/,Spencer-Hawes-483
"
						
							Peter Cornell
						
					",1998,-,"6'10 ½""",-,-,-,-,-,-,-,244,-,-,-,-,-,-,/profile/Peter-Cornell-36326/,Peter-Cornell-36326
"
						
							Daniel Santiago
						
					",1998,-,"6'10 ½""",-,-,-,-,-,-,-,242,-,-,-,-,-,-,/profile/Daniel-Santiago-5359/,Daniel-Santiago-5359
"
						
							Keon Clark
						
					",1998,13,"6'10 ½""",-,-,-,-,-,-,-,220,-,-,-,-,-,-,/profile/Keon-Clark-2001/,Keon-Clark-2001
"
						
							Sean Daugherty
						
					",1998,-,"6'10 ½""",-,-,-,-,-,-,-,237,-,-,-,-,-,-,/profile/Sean-Daugherty-36422/,Sean-Daugherty-36422
"
						
							Elmore Spencer
						
					",1992,25,"6'10 ½""",-,-,-,-,-,-,-,-,-,-,-,-,-,-,/profile/Elmore-Spencer-4447/,Elmore-Spencer-4447
"
						
							Cherokee Parks
						
					",1995,12,"6'10 ½""",-,-,-,-,-,-,-,247,-,-,-,-,-,-,/profile/Cherokee-Parks-3874/,Cherokee-Parks-3874
"
						
							Yinka Dare
						
					",1994,14,"6'10 ½""",-,-,-,-,-,-,-,271,-,-,-,-,-,-,/profile/Yinka-Dare-2142/,Yinka-Dare-2142
"
						
							Eric Mobley
						
					",1994,18,"6'10 ½""",-,-,-,-,-,-,-,259,-,-,-,-,-,-,/profile/Eric-Mobley-3630/,Eric-Mobley-3630
"
						
							Kelvin Cato
						
					",1997,15,"6'10 ½""",-,-,-,-,-,-,-,241,-,-,-,-,-,-,/profile/Kelvin-Cato-1961/,Kelvin-Cato-1961
"
						
							John Riek
						
					",2008,-,"6'10 ½""","7'0""","7'8 ¾""",-,-,-,-,-,237,11,-,-,-,-,-,/profile/John-Riek-1317/,John-Riek-1317
"
						
							Tom Timmermans
						
					",2004,-,"6'10 ½""","6'11 ½""","6'11""","8'11 ½""","26.5""","11'2""","23""","10'10 ½""",272,-,-,-,15,13.13,3.63,/profile/Tom-Timmermans-30943/,Tom-Timmermans-30943
"
						
							Eddy Curry
						
					",2001,4,"6'10 ½""",-,"7'6 ½""","9'3""","31""","11'10""","28""","11'7""",301,-,-,-,16,12.25,3.53,/profile/Eddy-Curry-2119/,Eddy-Curry-2119
"
						
							Jordan Eglseder
						
					",2010,-,"6'10 ½""",-,"7'2 ¾""","9'2""",-,-,-,-,285,-,-,-,-,-,-,/profile/Jordan-Eglseder-5843/,Jordan-Eglseder-5843
"
						
							Hamady N'Diaye
						
					",2010,56,"6'10 ½""",-,"7'6""","9'3""",-,-,-,-,233,-,-,-,-,-,-,/profile/Hamady-N-Diaye-1219/,Hamady-N-Diaye-1219
"
						
							Ryan Richards
						
					",2010,49,"6'10 ½""","6'11 ¾""","7'1 ½""","9'2""","28.5""","11'6 ½""","25""","11'3""",230,8,"9""","9.75""",4,11.33,3.37,/profile/Ryan-Richards-1272/,Ryan-Richards-1272
"
						
							Hassan Whiteside
						
					",2010,33,"6'10 ½""","6'11 ½""","7'7""","9'5""","31.5""","12'0 ½""","27""","11'8""",227,5.5,"8.25""","10.25""",12,11.83,3.54,/profile/Hassan-Whiteside-5660/,Hassan-Whiteside-5660
"
						
							Aron Baynes
						
					",2009,-,"6'10 ½""","7'0""","7'2 ½""",-,-,-,-,-,259,-,-,-,-,-,-,/profile/Aron-Baynes-5086/,Aron-Baynes-5086
"
						
							Marcus Cousin
						
					",2009,-,"6'10 ½""","6'11 ¾""","7'2""",-,-,-,-,-,248,-,-,-,-,-,-,/profile/Marcus-Cousin-6337/,Marcus-Cousin-6337
"
						
							Miles Plumlee
						
					",2012,26,"6'10 ½""","6'11 ¾""","7'0 ¾""","8'9 ½""","40.5""","12'2""","34""","11'7 ½""",252,11.4,"9.25""","9""",15,10.64,3.36,/profile/Miles-Plumlee-5261/,Miles-Plumlee-5261
"
						
							Colton Iverson
						
					",2013,53,"6'10 ½""","7'0""","7'2""","9'2""",-,-,-,-,263,9.6,"9.25""","9.5""",12,-,-,/profile/Colton-Iverson-18752/,Colton-Iverson-18752
"
						
							Jason Washburn
						
					",2013,-,"6'10 ½""","7'0""","7'1 ¼""","9'1""","28.5""","11'5 ½""","25.5""","11'2 ½""",239,9.1,"8.5""","10""",13,12.26,3.41,/profile/Jason-Washburn-16660/,Jason-Washburn-16660
"
						
							Johannes Voigtmann
						
					",2014,-,"6'10 ½""","6'11 ½""","6'11 ¼""","9'0 ½""","28.5""","11'5""","24.5""","11'1""",253,-,-,-,-,12.26,3.6,/profile/Johannes-Voigtmann-7202/,Johannes-Voigtmann-7202
"
						
							Kyle Alexander
						
					",2015,-,"6'10 ½""",-,"7'0 ¼""",-,-,-,-,-,202,-,-,-,-,-,-,/profile/Kyle-Alexander-81994/,Kyle-Alexander-81994
"
						
							Stefan Nastic
						
					",2015,-,"6'10 ½""",-,"7'2 ½""","8'11 ½""",-,-,"27""","11'2 ½""",238,-,-,-,-,12,3.66,/profile/Stefan-Nastic-17118/,Stefan-Nastic-17118
"
						
							Joonas Caven
						
					",2015,-,"6'10 ½""","6'11 ¾""","6'11""","9'0""","30""","11'6""","26""","11'2""",187,-,-,-,-,11.18,3.31,/profile/Joonas-Caven-48098/,Joonas-Caven-48098
"
						
							Zoran Nikolic
						
					",2015,-,"6'10 ½""","6'11 ½""","7'1 ¾""","9'1 ½""","26.5""","11'4""","22.5""","11'0""",233,-,-,-,-,12.71,3.58,/profile/Zoran-Nikolic-62774/,Zoran-Nikolic-62774
"
						
							Bol Bol
						
					",2015,-,"6'10 ½""",-,"7'3""","9'6""","33""","12'3""","22.5""","11'4 ½""",178,-,-,-,-,-,3.9,/profile/Bol-Bol-89530/,Bol-Bol-89530
"
						
							Darcy Malone
						
					",2015,-,"6'10 ½""","7'0""","7'0""","8'11 ¾""","31.5""","11'7 ¼""","27.5""","11'3 ¼""",246,8.3,"8.5""","9.75""",10,11.79,2.95,/profile/Darcy-Malone-61925/,Darcy-Malone-61925
"
						
							Elbert Robinson
						
					",2015,-,"6'10 ½""","7'0""","7'4 ¾""","9'4""","31""","11'11""","25.5""","11'5 ½""",292,19.1,"10""","10.25""",16,12.38,3.64,/profile/Elbert-Robinson-72848/,Elbert-Robinson-72848
"
						
							Adrian Diaz
						
					",2016,-,"6'10 ½""","7'0""","7'0 ½""","9'2""",-,-,"26""","11'4""",224,-,-,-,-,11.49,3.38,/profile/Adrian-Diaz-41403/,Adrian-Diaz-41403
"
						
							Nnanna Egwu
						
					",2016,-,"6'10 ½""","6'11 ½""","7'1""","9'2""","28""","11'6""","25.5""","11'3 ½""",245,-,-,-,-,12.24,3.62,/profile/Nnanna-Egwu-40821/,Nnanna-Egwu-40821
"
						
							Rasmus Larsen
						
					",2011,-,"6'10 ¼""","6'11 ¼""","7'2""","8'10 ½""","28.3""","11'2 ¾""","19.3""","10'5 ¾""",210,5.6,-,-,-,-,3.54,/profile/Rasmus-Larsen-6399/,Rasmus-Larsen-6399
"
						
							Tomislav Zubcic
						
					",2011,56,"6'10 ¼""","6'11 ¼""","6'10 ½""","8'10 ½""","24.2""","10'10 ¾""","19.3""","10'5 ¾""",229,8.3,-,-,-,-,3.48,/profile/Tomislav-Zubcic-1366/,Tomislav-Zubcic-1366
"
						
							David Padgett
						
					",2008,-,"6'10 ¼""","6'11 ½""","7'1""","9'1 ½""","28""","11'5 ½""","24""","11'1 ½""",240,9,-,-,17,12.45,3.45,/profile/David-Padgett-432/,David-Padgett-432
"
						
							Marcus Campbell
						
					",2005,-,"6'10 ¼""","7'0 ¼""","7'6""","9'6""",-,-,-,-,280,-,-,-,9,-,-,/profile/Marcus-Campbell-5642/,Marcus-Campbell-5642
"
						
							Eddy Fobbs
						
					",2005,-,"6'10 ¼""","6'11 ¼""","7'6 ¾""","9'3 ½""","34""","12'1 ½""","29.5""","11'9""",235,-,-,-,12,11.53,3.28,/profile/Eddy-Fobbs-324/,Eddy-Fobbs-324
"
						
							Sergei Lishouk
						
					",2004,49,"6'10 ¼""","6'11 ½""","7'0""","9'1 ½""",-,-,-,-,244,-,-,-,-,-,-,/profile/Sergei-Lishouk-5396/,Sergei-Lishouk-5396
"
						
							Tiago Splitter
						
					",2004,28,"6'10 ¼""","6'11 ¾""","7'2""","9'1 ½""","31.5""","11'9""","26""","11'3 ½""",233,-,-,-,8,11.65,3.38,/profile/Tiago-Splitter-25/,Tiago-Splitter-25
"
						
							Chris Bosh
						
					",2003,4,"6'10 ¼""","6'11 ½""","7'3 ½""","9'1""","33""","11'10""","30.5""","11'7 ½""",225,8,-,-,9,11.8,3.3,/profile/Chris-Bosh-1740/,Chris-Bosh-1740
"
						
							Wesley Wilson
						
					",2003,-,"6'10 ¼""","6'11 ¼""","7'3""","9'2 ½""","30.5""","11'9""","27""","11'5 ½""",257,12.4,-,-,20,12.19,3.3,/profile/Wesley-Wilson-33291/,Wesley-Wilson-33291
"
						
							Lonnie Jones
						
					",2002,-,"6'10 ¼""","6'11 ¼""","7'2 ¼""","9'4""","31.5""","11'11 ½""","30.5""","11'10 ½""",230,-,-,-,15,11.8,3.33,/profile/Lonnie-Jones-35215/,Lonnie-Jones-35215
"
						
							Jason Collins
						
					",2001,18,"6'10 ¼""","6'11 ½""","7'4 ½""","9'2""","28.5""","11'6 ½""","25.5""","11'3 ½""",251,-,-,-,8,12.1,3.54,/profile/Jason-Collins-2028/,Jason-Collins-2028
"
						
							Steven Hunter
						
					",2001,15,"6'10 ¼""","6'11 ¼""","7'4""","9'0""","38.5""","12'2 ½""","30.5""","11'6 ½""",224,-,-,-,11,11.99,3.15,/profile/Steven-Hunter-2908/,Steven-Hunter-2908
"
						
							Mike Mardesich
						
					",2001,-,"6'10 ¼""","6'11 ¼""","7'0 ½""","9'0 ½""","30""","11'6 ½""","24""","11'0 ½""",247,-,-,-,8,11.65,3.45,/profile/Mike-Mardesich-36944/,Mike-Mardesich-36944
"
						
							Lazaros Papadopoulos
						
					",2001,-,"6'10 ¼""",-,"7'2 ½""","9'2 ½""","26""","11'4 ½""","23""","11'1 ½""",227,-,-,-,4,12,3.7,/profile/Lazaros-Papadopoulos-5265/,Lazaros-Papadopoulos-5265
"
						
							Lee Scruggs
						
					",2001,-,"6'10 ¼""","6'11 ½""","7'5 ¾""","9'2 ½""","29.5""","11'8""","23.5""","11'2""",209,-,-,-,-,13.28,3.55,/profile/Lee-Scruggs-36160/,Lee-Scruggs-36160
"
						
							Artsiom Parakhouski
						
					",2010,-,"6'10 ¼""","6'11 ¾""","7'1""","9'1 ½""","26.5""","11'4""","25.5""","11'3""",268,6,"9""","10.5""",16,12.07,3.33,/profile/Artsiom-Parakhouski-5690/,Artsiom-Parakhouski-5690
"
						
							Connor Atchley
						
					",2009,-,"6'10 ¼""","6'11 ¾""","7'1""",-,-,-,-,-,226,-,-,-,-,-,-,/profile/Connor-Atchley-5144/,Connor-Atchley-5144
"
						
							Nikola Vucevic
						
					",2011,16,"6'10 ¼""","6'11 ¾""","7'4 ½""","9'4 ½""","25""","11'5 ½""","23.5""","11'4""",260,6.1,"9.25""","10.25""",8,12.02,3.27,/profile/Nikola-Vucevic-5828/,Nikola-Vucevic-5828
"
						
							Kaleb Tarczewski
						
					",2012,-,"6'10 ¼""","6'11 ¾""","6'11""","9'0 ½""",-,-,-,-,243,-,-,-,-,-,-,/profile/Kaleb-Tarczewski-6290/,Kaleb-Tarczewski-6290
"
						
							Perry Jones
						
					",2012,28,"6'10 ¼""","6'11 ¼""","7'1 ¾""","8'11""","38.5""","12'1 ½""","33""","11'8""",234,4.6,"9.25""","9.5""",11,11.31,3.19,/profile/Perry-Jones-5713/,Perry-Jones-5713
"
						
							Steven Hill
						
					",2008,-,"6'10 ¼""","7'0""","7'3 ¾""",-,-,-,-,-,231,-,-,-,-,-,-,/profile/Steven-Hill-1014/,Steven-Hill-1014
"
						
							Aboubakar Zaki
						
					",2009,-,"6'10 ¼""","6'11""","7'5""","9'6""",-,-,-,-,214,-,-,-,-,-,-,/profile/Aboubakar-Zaki-1345/,Aboubakar-Zaki-1345
"
						
							Mike Muscala
						
					",2013,44,"6'10 ¼""","6'11 ½""","7'1""","9'0""","33.5""","11'9 ½""","28""","11'4""",230,6.8,"8.5""","9""",5,11.76,3.44,/profile/Mike-Muscala-6520/,Mike-Muscala-6520
"
						
							Karl Towns
						
					",2014,1,"6'10 ¼""","6'11 ¼""","7'3 ¼""","9'1""","36.5""","12'1 ½""","29""","11'6""",250,8.1,"9.25""","10.5""",13,10.66,3.36,/profile/Karl-Towns-61831/,Karl-Towns-61831
"
						
							Damian Jones
						
					",2016,30,"6'10 ¼""","6'11 ½""","7'3 ¾""","8'11""","37""","12'0""","36""","11'11""",244,6.6,"8.75""","10.5""",-,11.35,3.2,/profile/Damian-Jones-7211/,Damian-Jones-7211
"
						
							Zach Collins
						
					",2017,10,"6'10 ¼""","7'0""","7'1""","9'3""",-,-,-,-,232,8.9,"8.75""","9.25""",-,-,-,/profile/Zach-Collins-7303/,Zach-Collins-7303
"
						
							Goga Bitadze
						
					",2017,-,"6'10 ¼""","6'11 ¼""","7'1 ¾""","9'2 ¼""",-,-,-,-,251,-,-,-,-,-,-,/profile/Goga-Bitadze-92821/,Goga-Bitadze-92821
"
						
							Marko Tejic
						
					",2017,-,"6'10 ¼""","6'11 ¼""","6'11 ½""","9'1""",-,-,-,-,232,-,-,-,-,-,-,/profile/Marko-Tejic-66873/,Marko-Tejic-66873
"
						
							Kyle Visser
						
					",2007,-,"6'10""","6'11 ½""","6'11""","9'0""","29""","11'5""","26""","11'2""",242,10.2,-,-,18,12.6,3.39,/profile/Kyle-Visser-1171/,Kyle-Visser-1171
"
						
							LaMarcus Aldridge
						
					",2006,2,"6'10""","6'11 ¼""","7'4 ¾""","9'2""","34""","12'0""","26.5""","11'4 ½""",234,8.7,-,-,8,12.02,3.43,/profile/LaMarcus-Aldridge-55/,LaMarcus-Aldridge-55
"
						
							Nazr Mohammed
						
					",1998,29,"6'10""",-,-,-,-,-,-,-,221,-,-,-,-,-,-,/profile/Nazr-Mohammed-3634/,Nazr-Mohammed-3634
"
						
							Jelani McCoy
						
					",1998,33,"6'10""",-,-,-,-,-,-,-,245,-,-,-,-,-,-,/profile/Jelani-Mccoy-3496/,Jelani-Mccoy-3496
"
						
							Sean Marks
						
					",1998,44,"6'10""",-,-,-,-,-,-,-,242,-,-,-,-,-,-,/profile/Sean-Marks-3427/,Sean-Marks-3427
"
						
							Brett Robisch
						
					",1998,-,"6'10""",-,-,-,-,-,-,-,251,-,-,-,-,-,-,/profile/Brett-Robisch-54167/,Brett-Robisch-54167
"
						
							Christian Laettner
						
					",1992,3,"6'10""",-,-,-,-,-,-,-,239,-,-,-,-,-,-,/profile/Christian-Laettner-3241/,Christian-Laettner-3241
"
						
							P.J. Brown
						
					",1992,29,"6'10""",-,-,-,-,-,-,-,225,-,-,-,-,-,-,/profile/P.J.-Brown-1834/,P.J.-Brown-1834
"
						
							Julius Michalik
						
					",1995,-,"6'10""",-,-,-,-,-,-,-,222,-,-,-,-,-,-,/profile/Julius-Michalik-69513/,Julius-Michalik-69513
"
						
							Sharone Wright
						
					",1994,6,"6'10""",-,-,-,-,-,-,-,279,-,-,-,-,-,-,/profile/Sharone-Wright-4996/,Sharone-Wright-4996
"
						
							Nemanja Aleksandrov
						
					",2005,-,"6'10""","7'0""","6'11""","9'2""",-,-,-,-,221,-,-,-,5,-,-,/profile/Nemanja-Aleksandrov-37/,Nemanja-Aleksandrov-37
"
						
							Jared Reiner
						
					",2004,-,"6'10""","6'11 ¾""","7'0 ½""","9'1""","26""","11'3""","22""","10'11""",246,-,-,-,15,12.65,3.56,/profile/Jared-Reiner-4065/,Jared-Reiner-4065
"
						
							Aleksandar Djuric
						
					",2003,-,"6'10""","6'11 ¼""","7'0""","9'0""","27.5""","11'3 ½""","23.5""","10'11 ½""",253,16.3,-,-,3,11.97,3.65,/profile/Aleksandar-Djuric-37145/,Aleksandar-Djuric-37145
"
						
							Britton Johnsen
						
					",2003,-,"6'10""","6'10 ¾""","6'10 ¾""","8'11 ½""","32.5""","11'8""","26.5""","11'2""",212,7.3,-,-,13,10.67,3.08,/profile/Britton-Johnsen-2986/,Britton-Johnsen-2986
"
						
							Robert Archibald
						
					",2002,31,"6'10""","6'11""","6'11 ¾""","9'1 ½""","27.5""","11'5""","24""","11'1 ½""",250,-,-,-,10,11.34,3.33,/profile/Robert-Archibald-1524/,Robert-Archibald-1524
"
						
							Chris Burgess
						
					",2002,-,"6'10""","6'11""","6'11 ½""","9'1""","31""","11'8""","24.5""","11'1 ½""",246,-,-,-,24,11.58,3.37,/profile/Chris-Burgess-5658/,Chris-Burgess-5658
"
						
							Peter Fehse
						
					",2002,48,"6'10""","6'11""","7'0 ½""","9'1""",-,-,-,-,220,-,-,-,-,-,-,/profile/Peter-Fehse-36998/,Peter-Fehse-36998
"
						
							Jared Jeffries
						
					",2002,11,"6'10""",-,"7'0 ½""","9'1""","30""","11'7""","26""","11'3""",230,-,-,-,9,11.73,3.4,/profile/Jared-Jeffries-2980/,Jared-Jeffries-2980
"
						
							Kwame Brown
						
					",2001,1,"6'10""","6'11 ½""","7'1""","9'0""","33""","11'9""","30""","11'6""",243,-,-,-,17,11.59,3.45,/profile/Kwame-Brown-1827/,Kwame-Brown-1827
"
						
							Desagana Diop
						
					",2001,8,"6'10""","6'11 ¼""","7'6 ½""","9'5""","25.5""","11'6 ½""","21.5""","11'2 ½""",314,-,-,-,15,12.37,3.56,/profile/Desagana-Diop-2241/,Desagana-Diop-2241
"
						
							Ernest Brown
						
					",2000,52,"6'10""","6'11 ¼""","7'1 ¼""","9'1 ½""",-,-,-,-,223,-,-,-,2,-,-,/profile/Ernest-Brown-1820/,Ernest-Brown-1820
"
						
							Stacey King
						
					",1989,6,"6'10""",-,-,-,-,-,-,-,-,-,-,-,-,-,-,/profile/Stacey-King-3168/,Stacey-King-3168
"
						
							Josh Heytvelt
						
					",2009,-,"6'10""","6'11""","7'1 ¼""","9'0""","34""","11'10""","28.5""","11'4 ½""",246,10.8,-,-,15,11.67,3.38,/profile/Josh-Heytvelt-549/,Josh-Heytvelt-549
"
						
							Justin Neuhaus
						
					",2010,-,"6'10""",-,"7'1""","8'11 ¾""",-,-,-,-,220,-,-,-,-,-,-,/profile/Justin-Neuhaus-42260/,Justin-Neuhaus-42260
"
						
							Mamadou Diarra
						
					",2011,-,"6'10""","6'11 ½""","7'4 ½""","9'4""","32""","12'0""","26""","11'6""",223,8.2,"10.25""",-,-,-,4.29,/profile/Mamadou-Diarra-1141/,Mamadou-Diarra-1141
"
						
							Keith Benson
						
					",2011,48,"6'10""","6'11""","7'3 ¾""","9'1 ½""","36""","12'1 ½""","31.5""","11'9""",217,6.1,"9.5""","11""",12,11.88,3.35,/profile/Keith-Benson-5712/,Keith-Benson-5712
"
						
							Jon Leuer
						
					",2011,40,"6'10""","6'11 ½""","7'0""","8'9 ½""","36.5""","11'10""","29.5""","11'3""",223,5.4,"8.75""","9.75""",17,10.82,3.36,/profile/Jon-Leuer-5854/,Jon-Leuer-5854
"
						
							Hunter Mickelson
						
					",2010,-,"6'10""",-,"7'0""","8'9 ½""",-,-,-,-,189,-,-,-,-,-,-,/profile/Hunter-Mickelson-6266/,Hunter-Mickelson-6266
"
						
							Zach Price
						
					",2010,-,"6'10""",-,"7'1""","9'1""",-,-,-,-,232,-,-,-,-,-,-,/profile/Zach-Price-6531/,Zach-Price-6531
"
						
							Cody Zeller
						
					",2010,4,"6'10""",-,"6'9""","8'9 ½""",-,-,-,-,209,-,-,-,-,-,-,/profile/Cody-Zeller-6241/,Cody-Zeller-6241
"
						
							Nerlens Noel
						
					",2012,6,"6'10""","6'11""","7'4""","9'1 ½""",-,-,-,-,216,-,-,-,-,-,-,/profile/Nerlens-Noel-6455/,Nerlens-Noel-6455
"
						
							Henry Sims
						
					",2012,-,"6'10""",-,"7'4""",-,-,-,"23.3""","1'10 ¼""",251,-,-,-,-,12.87,3.52,/profile/Henry-Sims-1326/,Henry-Sims-1326
"
						
							Darko Planinic
						
					",2012,-,"6'10""","6'11""","7'0 ¼""","9'0""","27""","11'3""","24""","11'0""",255,-,-,-,-,12.27,3.51,/profile/Darko-Planinic-40184/,Darko-Planinic-40184
"
						
							Chris Hunter
						
					",2006,-,"6'10""","6'11 ¼""","7'2 ¾""",-,-,-,-,-,216,-,-,-,-,-,-,/profile/Chris-Hunter-5574/,Chris-Hunter-5574
"
						
							Daniel Kickert
						
					",2006,-,"6'10""","6'10 ½""","6'10 ¼""",-,-,-,-,-,253,-,-,-,-,-,-,/profile/Daniel-Kickert-469/,Daniel-Kickert-469
"
						
							DeWayne Dedmon
						
					",2013,-,"6'10""","6'11 ½""","7'4""","9'1""","32.5""","11'9 ½""","28""","11'5""",239,8.4,"9""","11""",8,12.75,3.4,/profile/DeWayne-Dedmon-6506/,DeWayne-Dedmon-6506
