RSCI_Rank,Player,Draft_Pick,Draft_Year,NBA_EWA,Player_Link,Rank_Year,DX_Player_ID
111,"			
												Jerian Grant
											","
													19
											"," 
												2015
											",0.55,/profile/Jerian-Grant-18095/,2010,Jerian-Grant-18095
112,"			
												Anthony Johnson
											","
											"," 
											",-,/profile/Anthony-Johnson-41693/,2010,Anthony-Johnson-41693
113,"			
												Jay Canty
											","
											"," 
											",-,/profile/Jay-Canty-16264/,2010,Jay-Canty-16264
114,"			
												JerShon Cobb
											","
											"," 
											",-,/profile/JerShon-Cobb-18118/,2010,JerShon-Cobb-18118
115,"			
												Aaron Craft
											","
											"," 
											",-,/profile/Aaron-Craft-6361/,2010,Aaron-Craft-6361
116,"			
												Mardracus Wade
											","
											"," 
											",-,/profile/Mardracus-Wade-19348/,2010,Mardracus-Wade-19348
117,"			
												Jordin Mayes
											","
											"," 
											",-,/profile/Jordin-Mayes-19522/,2010,Jordin-Mayes-19522
118,"			
												Isaiah Epps
											","
											"," 
											",-,/profile/Isaiah-Epps-17894/,2010,Isaiah-Epps-17894
119,"			
												Royce Woolridge
											","
											"," 
											",-,/profile/Royce-Woolridge-19207/,2010,Royce-Woolridge-19207
120,"			
												Richard Solomon
											","
											"," 
											",-,/profile/Richard-Solomon-6511/,2010,Richard-Solomon-6511
121,"			
												Terrell Stoglin
											","
											"," 
											",-,/profile/Terrell-Stoglin-6519/,2010,Terrell-Stoglin-6519
122,"			
												Reggie Smith
											","
											"," 
											",-,/profile/Reggie-Smith-18924/,2010,Reggie-Smith-18924
123,"			
												Jordan Latham
											","
											"," 
											",-,/profile/Jordan-Latham-16263/,2010,Jordan-Latham-16263
124,"			
												Charles Hankerson
											","
											"," 
											",-,/profile/Charles-Hankerson-16332/,2010,Charles-Hankerson-16332
125,"			
												Khyle Marshall
											","
											"," 
											",-,/profile/Khyle-Marshall-16209/,2010,Khyle-Marshall-16209
126,"			
												Stargell Love
											","
											"," 
											",-,/profile/Stargell-Love-18110/,2010,Stargell-Love-18110
127,"			
												Joe Harris
											","
													33
											"," 
												2014
											",-0.75,/profile/Joe-Harris-16571/,2010,Joe-Harris-16571
128,"			
												Taran Buie
											","
											"," 
											",-,/profile/Taran-Buie-17936/,2010,Taran-Buie-17936
129,"			
												Marcus Thornton
											","
											"," 
											",-,/profile/Marcus-Thornton-19795/,2010,Marcus-Thornton-19795
130,"			
												Ahmad Starks
											","
											"," 
											",-,/profile/Ahmad-Starks-17999/,2010,Ahmad-Starks-17999
131,"			
												Mo Walker
											","
											"," 
											",-,/profile/Mo-Walker-18749/,2010,Mo-Walker-18749
132,"			
												Chrishawn Hopkins
											","
											"," 
											",-,/profile/Chrishawn-Hopkins-16201/,2010,Chrishawn-Hopkins-16201
133,"			
												Daryl Traynham
											","
											"," 
											",-,/profile/Daryl-Traynham-18860/,2010,Daryl-Traynham-18860
134,"			
												Shavon Coleman
											","
											"," 
											",-,/profile/Shavon-Coleman-42294/,2010,Shavon-Coleman-42294
135,"			
												Julian Washburn
											","
											"," 
											",-,/profile/Julian-Washburn-42092/,2010,Julian-Washburn-42092
136,"			
												Brandon Peters
											","
											"," 
											",-,/profile/Brandon-Peters-16429/,2010,Brandon-Peters-16429
137,"			
												Shane Southwell
											","
											"," 
											",-,/profile/Shane-Southwell-19222/,2010,Shane-Southwell-19222
138,"			
												Kyle Fuller
											","
											"," 
											",-,/profile/Kyle-Fuller-16638/,2010,Kyle-Fuller-16638
139,"			
												Kyle Collinsworth
											","
											"," 
											",-,/profile/Kyle-Collinsworth-16470/,2010,Kyle-Collinsworth-16470
140,"			
												J.D. Weatherspoon
											","
											"," 
											",-,/profile/J.D.-Weatherspoon-18078/,2010,J.D.-Weatherspoon-18078
141,"			
												Aaron Bowen
											","
											"," 
											",-,/profile/Aaron-Bowen-19837/,2010,Aaron-Bowen-19837
142,"			
												Markel Brown
											","
													44
											"," 
												2014
											",-0.21,/profile/Markel-Brown-18058/,2010,Markel-Brown-18058
143,"			
												Brandon Spearman
											","
											"," 
											",-,/profile/Brandon-Spearman-20263/,2010,Brandon-Spearman-20263
144,"			
												Tyler Thornton
											","
											"," 
											",-,/profile/Tyler-Thornton-20156/,2010,Tyler-Thornton-20156
145,"			
												Will Sheehey
											","
											"," 
											",-,/profile/Will-Sheehey-19375/,2010,Will-Sheehey-19375
146,"			
												Victor Oladipo
											","
													2
											"," 
												2013
											",4.75,/profile/Victor-Oladipo-6514/,2010,Victor-Oladipo-6514
147,"			
												Brandon Young
											","
											"," 
											",-,/profile/Brandon-Young-20255/,2010,Brandon-Young-20255
148,"			
												Kenneth Ross-Miller
											","
											"," 
											",-,/profile/Kenneth-Ross-Miller-18397/,2010,Kenneth-Ross-Miller-18397
149,"			
												Will Regan
											","
											"," 
											",-,/profile/Will-Regan-16562/,2010,Will-Regan-16562
150,"			
												James Siakam
											","
											"," 
											",-,/profile/James-Siakam-16627/,2010,James-Siakam-16627
1,"			
												Anthony Davis
											","
													1
											"," 
												2012
											",18.32,/profile/Anthony-Davis-6236/,2011,Anthony-Davis-6236
2,"			
												Austin Rivers
											","
													10
											"," 
												2012
											",-0.39,/profile/Austin-Rivers-5743/,2011,Austin-Rivers-5743
3,"			
												Michael Kidd-Gilchrist
											","
													2
											"," 
												2012
											",2.30,/profile/Michael-Kidd-Gilchrist-5707/,2011,Michael-Kidd-Gilchrist-5707
4,"			
												Bradley Beal
											","
													3
											"," 
												2012
											",6.04,/profile/Bradley-Beal-5759/,2011,Bradley-Beal-5759
5,"			
												Quincy Miller
											","
													38
											"," 
												2012
											",-0.29,/profile/Quincy-Miller-5764/,2011,Quincy-Miller-5764
6,"			
												James McAdoo
											","
											"," 
											",0.64,/profile/James-McAdoo-5763/,2011,James-McAdoo-5763
7,"			
												Marquis Teague
											","
													29
											"," 
												2012
											",-0.83,/profile/Marquis-Teague-5720/,2011,Marquis-Teague-5720
8,"			
												Adonis Thomas
											","
											"," 
											",-0.03,/profile/Adonis-Thomas-5714/,2011,Adonis-Thomas-5714
9,"			
												LeBryan Nash
											","
											"," 
											",-,/profile/LeBryan-Nash-5721/,2011,LeBryan-Nash-5721
10,"			
												Myck Kabongo
											","
											"," 
											",-,/profile/Myck-Kabongo-5693/,2011,Myck-Kabongo-5693
11,"			
												Khem Birch
											","
											"," 
											",-,/profile/Khem-Birch-5793/,2011,Khem-Birch-5793
12,"			
												Cody Zeller
											","
													4
											"," 
												2013
											",3.44,/profile/Cody-Zeller-6241/,2011,Cody-Zeller-6241
13,"			
												P.J. Hairston
											","
													26
											"," 
												2014
											",-1.12,/profile/P.J.-Hairston-5766/,2011,P.J.-Hairston-5766
14,"			
												Jabari Brown
											","
											"," 
											",-0.04,/profile/Jabari-Brown-6242/,2011,Jabari-Brown-6242
15,"			
												Kentavious Caldwell-Pope
											","
													8
											"," 
												2013
											",0.98,/profile/Kentavious-Caldwell-Pope-6240/,2011,Kentavious-Caldwell-Pope-6240
16,"			
												Tony Wroten
											","
													25
											"," 
												2012
											",0.64,/profile/Tony-Wroten-5250/,2011,Tony-Wroten-5250
17,"			
												B.J. Young
											","
											"," 
											",-,/profile/B.J.-Young-6243/,2011,B.J.-Young-6243
18,"			
												Kyle Wiltjer
											","
											"," 
											",-0.05,/profile/Kyle-Wiltjer-5959/,2011,Kyle-Wiltjer-5959
19,"			
												Branden Dawson
											","
													56
											"," 
												2015
											",-0.05,/profile/Branden-Dawson-6246/,2011,Branden-Dawson-6246
20,"			
												Josiah Turner
											","
											"," 
											",-,/profile/Josiah-Turner-6260/,2011,Josiah-Turner-6260
21,"			
												Wayne Blackshear
											","
											"," 
											",-,/profile/Wayne-Blackshear-5717/,2011,Wayne-Blackshear-5717
22,"			
												Dorian Finney-Smith
											","
											"," 
											",-2.64,/profile/Dorian-Finney-Smith-6249/,2011,Dorian-Finney-Smith-6249
23,"			
												Nick Johnson
											","
													42
											"," 
												2014
											",-1.05,/profile/Nick-Johnson-6524/,2011,Nick-Johnson-6524
24,"			
												Chane Behanan
											","
											"," 
											",-,/profile/Chane-Behanan-6250/,2011,Chane-Behanan-6250
25,"			
												Rakeem Christmas
											","
													36
											"," 
												2015
											",0.02,/profile/Rakeem-Christmas-5722/,2011,Rakeem-Christmas-5722
26,"			
												Rodney Hood
											","
													23
											"," 
												2014
											",1.72,/profile/Rodney-Hood-5723/,2011,Rodney-Hood-5723
27,"			
												Michael Carter-Williams
											","
													11
											"," 
												2013
											",2.18,/profile/Michael-Carter-Williams-6262/,2011,Michael-Carter-Williams-6262
28,"			
												Michael Gbinije
											","
													49
											"," 
												2016
											",-0.20,/profile/Michael-Gbinije-5765/,2011,Michael-Gbinije-5765
29,"			
												Quinn Cook
											","
											"," 
											",0.06,/profile/Quinn-Cook-6237/,2011,Quinn-Cook-6237
30,"			
												Levi Randolph
											","
											"," 
											",-,/profile/Levi-Randolph-6245/,2011,Levi-Randolph-6245
31,"			
												Shannon Scott
											","
											"," 
											",-,/profile/Shannon-Scott-6264/,2011,Shannon-Scott-6264
32,"			
												LaQuinton Ross
											","
											"," 
											",-,/profile/LaQuinton-Ross-1325/,2011,LaQuinton-Ross-1325
33,"			
												Trevor Lacey
											","
											"," 
											",-,/profile/Trevor-Lacey-6527/,2011,Trevor-Lacey-6527
34,"			
												Otto Porter
											","
													3
											"," 
												2013
											",3.58,/profile/Otto-Porter-6528/,2011,Otto-Porter-6528
35,"			
												Jahii Carson
											","
											"," 
											",-,/profile/Jahii-Carson-6529/,2011,Jahii-Carson-6529
36,"			
												Rashad Madden
											","
											"," 
											",-,/profile/Rashad-Madden-6252/,2011,Rashad-Madden-6252
37,"			
												Johnny O'Bryant
											","
													36
											"," 
												2014
											",-0.65,/profile/Johnny-O-Bryant-6238/,2011,Johnny-O-Bryant-6238
38,"			
												Jakarr Sampson
											","
											"," 
											",-0.82,/profile/Jakarr-Sampson-6244/,2011,Jakarr-Sampson-6244
39,"			
												Ben McLemore
											","
													7
											"," 
												2013
											",-1.64,/profile/Ben-McLemore-6258/,2011,Ben-McLemore-6258
40,"			
												Sir'Dominic Pointer
											","
													53
											"," 
												2015
											",-,/profile/Sir-Dominic-Pointer-6523/,2011,Sir-Dominic-Pointer-6523
41,"			
												Dai-Jon Parker
											","
											"," 
											",-,/profile/Dai-Jon-Parker-6247/,2011,Dai-Jon-Parker-6247
42,"			
												Sheldon McClellan
											","
											"," 
											",0.02,/profile/Sheldon-McClellan-6248/,2011,Sheldon-McClellan-6248
43,"			
												Moe Harkless
											","
													15
											"," 
												2012
											",1.20,/profile/Moe-Harkless-6526/,2011,Moe-Harkless-6526
44,"			
												Amir Williams
											","
											"," 
											",-,/profile/Amir-Williams-6253/,2011,Amir-Williams-6253
45,"			
												Nick Faust
											","
											"," 
											",-,/profile/Nick-Faust-6525/,2011,Nick-Faust-6525
46,"			
												Sam Thompson
											","
											"," 
											",-,/profile/Sam-Thompson-6259/,2011,Sam-Thompson-6259
47,"			
												Michael Chandler
											","
											"," 
											",-,/profile/Michael-Chandler-5767/,2011,Michael-Chandler-5767
48,"			
												Ty Johnson
											","
											"," 
											",-,/profile/Ty-Johnson-42106/,2011,Ty-Johnson-42106
49,"			
												Deuce Bello
											","
											"," 
											",-,/profile/Deuce-Bello-6257/,2011,Deuce-Bello-6257
