Player,From,To,Pos,Ht,Wt,Birth_Date,College,Link,Bref_ID,HOF,Ht_Inches
Bob McNeill,1961,1962,G,6-1,170.0,1938-10-22,Saint Joseph's University,/players/m/mcneibo01.html,mcneibo01,0,73.0
Larry McNeill,1974,1979,F-C,6-9,195.0,1951-01-31,Marquette University,/players/m/mcneila01.html,mcneila01,0,81.0
Carl McNulty,1955,1955,G,6-3,185.0,1930-02-14,Purdue University,/players/m/mcnulca01.html,mcnulca01,0,75.0
Paul McPherson,2001,2001,G,6-4,210.0,1978-07-03,DePaul University,/players/m/mcphepa01.html,mcphepa01,0,76.0
Roy McPipe,1975,1975,G,6-3,205.0,1950-05-05,"Montana State University, Billings",/players/m/mcpipro01.html,mcpipro01,0,75.0
Cozell McQueen,1987,1987,F,6-11,235.0,1962-01-18,North Carolina State University,/players/m/mcqueco01.html,mcqueco01,0,83.0
Jordan McRae,2016,2017,G,6-6,185.0,1991-03-28,University of Tennessee,/players/m/mcraejo01.html,mcraejo01,0,78.0
Thales McReynolds,1966,1966,G,6-3,185.0,1943-06-08,Miles College,/players/m/mcreyth01.html,mcreyth01,0,75.0
Josh McRoberts,2008,2017,F,6-10,240.0,1987-02-28,Duke University,/players/m/mcrobjo01.html,mcrobjo01,0,82.0
Eric McWilliams,1973,1973,F,6-8,200.0,1950-04-18,"California State University, Long Beach",/players/m/mcwiler01.html,mcwiler01,0,80.0
George Mearns,1947,1948,F,6-3,175.0,1922-04-18,University of Rhode Island,/players/m/mearnge01.html,mearnge01,0,75.0
Stanislav Medvedenko,2001,2007,F,6-10,250.0,1979-04-04,,/players/m/medvest01.html,medvest01,0,82.0
Darnell Mee,1994,1995,G,6-5,175.0,1971-02-11,Western Kentucky University,/players/m/meeda01.html,meeda01,0,77.0
Jodie Meeks,2010,2017,G,6-4,210.0,1987-08-21,University of Kentucky,/players/m/meeksjo01.html,meeksjo01,0,76.0
Cliff Meely,1972,1976,F-C,6-8,215.0,1947-07-10,University of Colorado,/players/m/meelycl01.html,meelycl01,0,80.0
Scott Meents,1990,1991,F,6-10,225.0,1964-01-04,University of Illinois at Urbana-Champaign,/players/m/meentsc01.html,meentsc01,0,82.0
Dick Mehen,1950,1952,F-C,6-5,195.0,1922-05-20,University of Tennessee,/players/m/mehendi01.html,mehendi01,0,77.0
Monk Meineke,1953,1958,F-C,6-7,208.0,1930-10-30,University of Dayton,/players/m/meinemo01.html,meinemo01,0,79.0
Carl Meinhold,1948,1949,G-F,6-2,185.0,1926-03-29,Long Island University,/players/m/meinhca01.html,meinhca01,0,74.0
Salah Mejri,2016,2017,C,7-1,245.0,1986-06-15,,/players/m/mejrisa01.html,mejrisa01,0,85.0
Gal Mekel,2014,2015,G,6-3,191.0,1988-03-04,Wichita State University,/players/m/mekelga01.html,mekelga01,0,75.0
Bill Melchionni,1967,1976,G,6-1,165.0,1944-10-19,Villanova University,/players/m/melchbi01.html,melchbi01,0,73.0
Gary Melchionni,1974,1975,G,6-2,185.0,1951-01-19,Duke University,/players/m/melchga01.html,melchga01,0,74.0
Fab Melo,2013,2013,C,7-0,255.0,1990-06-20,Syracuse University,/players/m/melofa01.html,melofa01,0,84.0
Ed Melvin,1947,1947,G,5-9,170.0,1916-02-13,Duquesne University,/players/m/melvied01.html,melvied01,0,69.0
Dean Meminger,1972,1977,G,6-0,175.0,1948-05-13,Marquette University,/players/m/meminde01.html,meminde01,0,72.0
Chuck Mencel,1956,1957,G,6-0,168.0,1933-04-21,University of Minnesota,/players/m/mencech01.html,mencech01,0,72.0
John Mengelt,1972,1981,G,6-2,195.0,1949-10-16,Auburn University,/players/m/mengejo01.html,mengejo01,0,74.0
Ken Menke,1950,1950,G,6-0,168.0,1922-10-02,University of Illinois at Urbana-Champaign,/players/m/menkeke01.html,menkeke01,0,72.0
Pops Mensah-Bonsu,2007,2011,F,6-9,240.0,1983-09-07,George Washington University,/players/m/mensapo01.html,mensapo01,0,81.0
Dewitt Menyard,1968,1968,C,6-10,210.0,1944-05-24,University of Utah,/players/m/menyade01.html,menyade01,0,82.0
Ron Mercer,1998,2005,G-F,6-7,210.0,1976-05-18,University of Kentucky,/players/m/mercero01.html,mercero01,0,79.0
Joe Meriweather,1976,1985,C-F,6-10,215.0,1953-10-26,Southern Illinois University,/players/m/meriwjo01.html,meriwjo01,0,82.0
Porter Meriwether,1963,1963,G,6-2,180.0,1940-03-16,Tennessee State University,/players/m/meriwpo01.html,meriwpo01,0,74.0
Tom Meschery,1962,1971,F,6-6,215.0,1938-10-26,Saint Mary's College of California,/players/m/meschto01.html,meschto01,0,78.0
Bill Meyer,1968,1968,G,6-3,195.0,1943-08-30,Hiram College,/players/m/meyerbi01.html,meyerbi01,0,75.0
Loren Meyer,1996,1999,C,6-10,257.0,1972-12-30,Iowa State University,/players/m/meyerlo01.html,meyerlo01,0,82.0
Dave Meyers,1976,1980,F-C,6-8,215.0,1953-04-21,"University of California, Los Angeles",/players/m/meyerda01.html,meyerda01,0,80.0
Stan Miasek,1947,1953,C-F,6-5,210.0,1924-08-08,,/players/m/miasest01.html,miasest01,0,77.0
Larry Micheaux,1984,1985,F,6-9,220.0,1960-03-24,University of Houston,/players/m/michela01.html,michela01,0,81.0
Jordan Mickey,2016,2017,F,6-8,235.0,1994-07-09,Louisiana State University,/players/m/mickejo01.html,mickejo01,0,80.0
Khris Middleton,2013,2017,F-G,6-8,234.0,1991-08-12,Texas A&M University,/players/m/middlkh01.html,middlkh01,0,80.0
Red Mihalik,1947,1947,G,6-0,180.0,1916-09-22,,/players/m/mihalre01.html,mihalre01,0,72.0
Chris Mihm,2001,2009,C,7-0,265.0,1979-07-16,University of Texas at Austin,/players/m/mihmch01.html,mihmch01,0,84.0
Ed Mikan,1949,1954,C-F,6-8,230.0,1925-10-20,DePaul University,/players/m/mikaned01.html,mikaned01,0,80.0
George Mikan,1949,1956,C,6-10,245.0,1924-06-18,DePaul University,/players/m/mikange01.html,mikange01,1,82.0
Larry Mikan,1971,1971,F,6-7,210.0,1948-04-08,University of Minnesota,/players/m/mikanla01.html,mikanla01,0,79.0
Vern Mikkelsen,1950,1959,F-C,6-7,230.0,1928-10-21,Hamline University,/players/m/mikkeve01.html,mikkeve01,1,79.0
Al Miksis,1950,1950,C,6-7,210.0,1928-02-02,Western Illinois University,/players/m/miksial01.html,miksial01,0,79.0
Aaron Miles,2006,2006,G,6-1,175.0,1983-04-13,University of Kansas,/players/m/milesaa01.html,milesaa01,0,73.0
C.J. Miles,2006,2017,G-F,6-6,225.0,1987-04-18,,/players/m/milescj01.html,milescj01,0,78.0
Darius Miles,2001,2009,F,6-9,210.0,1981-10-09,,/players/m/milesda01.html,milesda01,0,81.0
Eddie Miles,1964,1972,G-F,6-4,195.0,1940-07-05,Seattle University,/players/m/milesed01.html,milesed01,0,76.0
Marko Milic,1998,1999,G-F,6-6,235.0,1977-05-07,,/players/m/milicma01.html,milicma01,0,78.0
Darko Milicic,2004,2013,F-C,7-0,250.0,1985-06-20,,/players/m/milicda01.html,milicda01,0,84.0
Nat Militzok,1947,1947,F,6-3,195.0,1923-05-03,Cornell University,/players/m/militna01.html,militna01,0,75.0
Andre Miller,2000,2016,G,6-3,200.0,1976-03-19,University of Utah,/players/m/millean02.html,millean02,0,75.0
Anthony Miller,1995,2005,F,6-9,225.0,1971-10-22,Michigan State University,/players/m/millean01.html,millean01,0,81.0
Bill Miller,1949,1949,F,6-3,190.0,1924-11-24,University of North Carolina,/players/m/millebi01.html,millebi01,0,75.0
Bob Miller,1984,1984,F,6-10,230.0,1956-07-09,University of Cincinnati,/players/m/millebo01.html,millebo01,0,82.0
Brad Miller,1999,2012,C,6-11,244.0,1976-04-12,Purdue University,/players/m/millebr01.html,millebr01,0,83.0
Darius Miller,2013,2015,F,6-8,235.0,1990-03-21,University of Kentucky,/players/m/milleda01.html,milleda01,0,80.0
Dick Miller,1981,1981,F,6-6,215.0,1958-04-26,University of Toledo,/players/m/milledi01.html,milledi01,0,78.0
Eddie Miller,1953,1954,C-F,6-8,225.0,1931-06-18,Syracuse University,/players/m/milleed01.html,milleed01,0,80.0
Harry Miller,1947,1947,C-F,6-4,230.0,1923-07-28,University of North Carolina,/players/m/milleha01.html,milleha01,0,76.0
Jay Miller,1968,1971,F,6-5,205.0,1943-07-19,University of Notre Dame,/players/m/milleja01.html,milleja01,0,77.0
Larry Miller,1969,1975,G-F,6-4,190.0,1946-04-04,University of North Carolina,/players/m/millela01.html,millela01,0,76.0
Mike Miller,2001,2017,F-G,6-8,218.0,1980-02-19,University of Florida,/players/m/millemi01.html,millemi01,0,80.0
Oliver Miller,1993,2004,C,6-9,280.0,1970-04-06,University of Arkansas,/players/m/milleol01.html,milleol01,0,81.0
Quincy Miller,2013,2015,F,6-9,210.0,1992-11-18,Baylor University,/players/m/millequ01.html,millequ01,0,81.0
Reggie Miller,1988,2005,G-F,6-7,185.0,1965-08-24,"University of California, Los Angeles",/players/m/millere01.html,millere01,1,79.0
Walt Miller,1947,1947,F,6-2,190.0,1915-07-30,Duquesne University,/players/m/millewa01.html,millewa01,0,74.0
Chris Mills,1994,2003,F,6-6,215.0,1970-01-25,University of Arizona,/players/m/millsch01.html,millsch01,0,78.0
John Mills,1947,1947,C-F,6-8,203.0,1919-09-07,Western Kentucky University,/players/m/millsjo01.html,millsjo01,0,80.0
Patty Mills,2010,2017,G,6-0,185.0,1988-08-11,Saint Mary's College of California,/players/m/millspa02.html,millspa02,0,72.0
Terry Mills,1991,2001,F,6-10,230.0,1967-12-21,University of Michigan,/players/m/millste01.html,millste01,0,82.0
Elijah Millsap,2015,2017,G-F,6-6,225.0,1987-08-12,University of Alabama at Birmingham,/players/m/millsel01.html,millsel01,0,78.0
Paul Millsap,2007,2017,F,6-8,246.0,1985-02-10,Louisiana Tech University,/players/m/millspa01.html,millspa01,0,80.0
Harold Miner,1993,1996,G,6-5,210.0,1971-05-05,University of Southern California,/players/m/minerha01.html,minerha01,0,77.0
Yao Ming,2003,2011,C,7-6,310.0,1980-09-12,,/players/m/mingya01.html,mingya01,1,90.0
Dirk Minniefield,1986,1988,G,6-3,180.0,1961-01-17,University of Kentucky,/players/m/minnidi01.html,minnidi01,0,75.0
Dave Minor,1952,1953,G-F,6-2,185.0,1922-02-24,"University of California, Los Angeles",/players/m/minorda01.html,minorda01,0,74.0
Greg Minor,1995,1999,G-F,6-6,210.0,1971-09-18,University of Louisville,/players/m/minorgr01.html,minorgr01,0,78.0
Mark Minor,1973,1973,F,6-6,215.0,1950-05-14,Ohio State University,/players/m/minorma01.html,minorma01,0,78.0
Nikola Mirotic,2015,2017,F,6-10,220.0,1991-02-11,,/players/m/mirotni01.html,mirotni01,0,82.0
Wat Misaka,1948,1948,G,5-7,150.0,1923-12-21,University of Utah,/players/m/misakwa01.html,misakwa01,0,67.0
Jason Miskiri,2000,2000,G,6-2,175.0,1975-08-19,George Mason University,/players/m/miskija01.html,miskija01,0,74.0
Leland Mitchell,1968,1968,G,6-4,210.0,1941-02-22,Mississippi State University,/players/m/mitchle01.html,mitchle01,0,76.0
Mike Mitchell,1979,1988,F,6-7,215.0,1956-01-01,Auburn University,/players/m/mitchmi01.html,mitchmi01,0,79.0
Murray Mitchell,1950,1950,C,6-6,,1923-03-19,Sam Houston State University,/players/m/mitchmu01.html,mitchmu01,0,78.0
Sam Mitchell,1990,2002,F,6-6,210.0,1963-09-02,Mercer University,/players/m/mitchsa01.html,mitchsa01,0,78.0
Todd Mitchell,1989,1989,F,6-7,205.0,1966-07-26,Purdue University,/players/m/mitchto01.html,mitchto01,0,79.0
Tony Mitchell,2014,2014,F,6-6,216.0,1989-08-07,University of Alabama,/players/m/mitchto03.html,mitchto03,0,78.0
Tony Mitchell,2014,2014,F,6-8,235.0,1992-04-07,University of North Texas,/players/m/mitchto02.html,mitchto02,0,80.0
Steve Mix,1970,1983,F,6-7,215.0,1947-12-30,University of Toledo,/players/m/mixst01.html,mixst01,0,79.0
Bill Mlkvy,1953,1953,F,6-4,190.0,1931-01-19,Temple University,/players/m/mlkvybi01.html,mlkvybi01,0,76.0
Cuttino Mobley,1999,2009,G,6-4,190.0,1975-09-01,University of Rhode Island,/players/m/moblecu01.html,moblecu01,0,76.0
Eric Mobley,1995,1997,C,6-11,235.0,1970-02-01,University of Pittsburgh,/players/m/mobleer01.html,mobleer01,0,83.0
Doug Moe,1968,1972,F-G,6-5,215.0,1938-09-21,University of North Carolina,/players/m/moedo01.html,moedo01,0,77.0
Larry Moffett,1978,1978,F,6-8,210.0,1954-11-05,"University of Nevada, Las Vegas",/players/m/moffela01.html,moffela01,0,80.0
Leo Mogus,1947,1951,F-C,6-4,190.0,1921-04-13,Youngstown State University,/players/m/mogusle01.html,mogusle01,0,76.0
Nazr Mohammed,1999,2016,C,6-10,221.0,1977-09-05,University of Kentucky,/players/m/mohamna01.html,mohamna01,0,82.0
Jerome Moiso,2001,2005,F-C,6-10,235.0,1978-06-15,"University of California, Los Angeles",/players/m/moisoje01.html,moisoje01,0,82.0
Paul Mokeski,1980,1991,C-F,7-0,250.0,1957-01-03,University of Kansas,/players/m/mokespa01.html,mokespa01,0,84.0
Jack Molinas,1954,1954,F,6-6,200.0,1931-10-31,Columbia University,/players/m/molinja01.html,molinja01,0,78.0
Wayne Molis,1967,1968,F,6-8,230.0,1943-04-17,Lewis University,/players/m/moliswa01.html,moliswa01,0,80.0
Sidney Moncrief,1980,1991,G,6-3,180.0,1957-09-21,University of Arkansas,/players/m/moncrsi01.html,moncrsi01,0,75.0
Eric Money,1975,1980,G,6-0,170.0,1955-02-06,University of Arizona,/players/m/moneyer01.html,moneyer01,0,72.0
Sergei Monia,2006,2006,F,6-8,220.0,1983-04-15,,/players/m/moniase01.html,moniase01,0,80.0
Earl Monroe,1968,1980,G,6-3,185.0,1944-11-21,Winston-Salem State University,/players/m/monroea01.html,monroea01,1,75.0
Greg Monroe,2011,2017,C-F,6-11,265.0,1990-06-04,Georgetown University,/players/m/monrogr01.html,monrogr01,0,83.0
Rodney Monroe,1992,1992,G,6-3,185.0,1968-04-16,North Carolina State University,/players/m/monroro01.html,monroro01,0,75.0
Luis Montero,2016,2016,G,6-7,185.0,1993-04-06,Westchester CC,/players/m/montelu01.html,montelu01,0,79.0
Howie Montgomery,1963,1963,F,6-5,220.0,1940-08-22,University of Texas-Pan American,/players/m/montgho01.html,montgho01,0,77.0
Eric Montross,1995,2002,C,7-0,270.0,1971-09-23,University of North Carolina,/players/m/montrer01.html,montrer01,0,84.0
Jamario Moon,2008,2012,F,6-8,205.0,1980-06-13,Meridian Community College,/players/m/moonja01.html,moonja01,0,80.0
Jim Mooney,1953,1953,F,6-5,215.0,1930-07-08,Villanova University,/players/m/mooneji01.html,mooneji01,0,77.0
Andre Moore,1988,1988,F,6-9,215.0,1964-07-02,Loyola University of Chicago,/players/m/moorean01.html,moorean01,0,81.0
E'Twaun Moore,2012,2017,G,6-4,191.0,1989-02-28,Purdue University,/players/m/mooreet01.html,mooreet01,0,76.0
Gene Moore,1969,1975,C-F,6-9,225.0,1945-07-29,Saint Louis University,/players/m/moorege01.html,moorege01,0,81.0
Jackie Moore,1955,1957,F,6-5,180.0,1932-09-24,La Salle University,/players/m/mooreja01.html,mooreja01,0,77.0
Johnny Moore,1981,1990,G,6-1,175.0,1958-03-03,University of Texas at Austin,/players/m/moorejo01.html,moorejo01,0,73.0
Larry Moore,1968,1968,F,6-7,215.0,,,/players/m/moorela01.html,moorela01,0,79.0
Lowes Moore,1981,1983,G,6-1,170.0,1957-05-05,West Virginia University,/players/m/moorelo01.html,moorelo01,0,73.0
Mikki Moore,1999,2012,C,6-11,225.0,1975-11-04,University of Nebraska,/players/m/mooremi01.html,mooremi01,0,83.0
Otto Moore,1969,1977,C-F,6-11,205.0,1946-08-27,University of Texas-Pan American,/players/m/mooreot01.html,mooreot01,0,83.0
Richard Moore,1968,1968,G,6-2,190.0,,Hiram Scott College,/players/m/mooreri01.html,mooreri01,0,74.0
Ron Moore,1988,1988,C,7-0,260.0,1962-01-16,West Virginia State University,/players/m/moorero01.html,moorero01,0,84.0
Tracy Moore,1992,1997,G-F,6-4,200.0,1965-12-28,University of Tulsa,/players/m/mooretr01.html,mooretr01,0,76.0
Eric Moreland,2015,2016,F-C,6-10,238.0,1991-12-24,Oregon State University,/players/m/moreler01.html,moreler01,0,82.0
Jackie Moreland,1961,1970,F-G,6-7,215.0,1938-03-11,Louisiana Tech University,/players/m/morelja01.html,morelja01,0,79.0
Guy Morgan,1983,1983,G,6-8,205.0,1960-08-23,Wake Forest University,/players/m/morgagu01.html,morgagu01,0,80.0
Rex Morgan,1971,1972,G,6-5,190.0,1948-10-27,Jacksonville University,/players/m/morgare01.html,morgare01,0,77.0
Elmore Morgenthaler,1947,1949,C,6-9,230.0,1922-08-03,New Mexico Institute of Mining and Technology,/players/m/morgeel01.html,morgeel01,0,81.0
Darren Morningstar,1994,1994,C,6-10,235.0,1969-04-22,University of Pittsburgh,/players/m/mornida01.html,mornida01,0,82.0
Chris Morris,1989,1999,F,6-8,210.0,1966-01-20,Auburn University,/players/m/morrich01.html,morrich01,0,80.0
Darius Morris,2012,2015,G,6-4,190.0,1991-01-03,University of Michigan,/players/m/morrida01.html,morrida01,0,76.0
Isaiah Morris,1993,1993,F,6-8,229.0,1969-04-02,University of Arkansas,/players/m/morriis01.html,morriis01,0,80.0
Marcus Morris,2012,2017,F,6-9,235.0,1989-09-02,University of Kansas,/players/m/morrima03.html,morrima03,0,81.0
Markieff Morris,2012,2017,F,6-10,245.0,1989-09-02,University of Kansas,/players/m/morrima02.html,morrima02,0,82.0
Max Morris,1950,1950,F-C,6-2,195.0,1925-03-14,Northwestern University,/players/m/morrima01.html,morrima01,0,74.0
Randolph Morris,2007,2010,C,6-10,266.0,1986-01-02,University of Kentucky,/players/m/morrira01.html,morrira01,0,82.0
Terence Morris,2002,2006,F,6-9,221.0,1979-01-11,University of Maryland,/players/m/morrite01.html,morrite01,0,81.0
Adam Morrison,2007,2010,F,6-8,205.0,1984-07-19,Gonzaga University,/players/m/morriad01.html,morriad01,0,80.0
John Morrison,1968,1968,G,6-2,190.0,1945-05-02,Canisius College,/players/m/morrijo01.html,morrijo01,0,74.0
Mike Morrison,1990,1990,G,6-4,195.0,1967-08-16,Loyola College in Maryland,/players/m/morrimi01.html,morrimi01,0,76.0
Red Morrison,1955,1958,F-C,6-8,220.0,1932-04-26,University of Idaho,/players/m/morrire01.html,morrire01,0,80.0
Anthony Morrow,2009,2017,G,6-5,210.0,1985-09-27,Georgia Institute of Technology,/players/m/morroan01.html,morroan01,0,77.0
Dwayne Morton,1995,1995,F,6-7,195.0,1971-08-08,University of Louisville,/players/m/mortodw01.html,mortodw01,0,79.0
John Morton,1990,1992,G,6-3,180.0,1967-05-18,Seton Hall University,/players/m/mortojo01.html,mortojo01,0,75.0
Richard Morton,1989,1989,G,6-3,190.0,1966-02-02,"California State University, Fullerton",/players/m/mortori01.html,mortori01,0,75.0
Glenn Mosley,1978,1979,F,6-8,195.0,1955-12-26,Seton Hall University,/players/m/moslegl01.html,moslegl01,0,80.0
Perry Moss,1986,1987,G,6-2,185.0,1958-11-11,Northeastern University,/players/m/mosspe01.html,mosspe01,0,74.0
Lawrence Moten,1996,1998,G,6-5,185.0,1972-03-25,Syracuse University,/players/m/motenla01.html,motenla01,0,77.0
Donatas Motiejunas,2013,2017,F-C,7-0,222.0,1990-09-20,,/players/m/motiedo01.html,motiedo01,0,84.0
Hanno Mottola,2001,2002,C,6-11,247.0,1976-09-09,University of Utah,/players/m/mottoha01.html,mottoha01,0,83.0
Arnett Moultrie,2013,2014,F,6-11,249.0,1990-11-18,Mississippi State University,/players/m/moultar01.html,moultar01,0,83.0
Rick Mount,1971,1975,G,6-3,175.0,1947-01-05,Purdue University,/players/m/mountri01.html,mountri01,0,75.0
Alonzo Mourning,1993,2008,C,6-10,240.0,1970-02-08,Georgetown University,/players/m/mournal01.html,mournal01,1,82.0
Timofey Mozgov,2011,2017,C,7-1,275.0,1986-07-16,,/players/m/mozgoti01.html,mozgoti01,0,85.0
Chuck Mrazovich,1951,1951,F,6-5,185.0,1924-02-26,Eastern Kentucky University,/players/m/mrazoch01.html,mrazoch01,0,77.0
Emmanuel Mudiay,2016,2017,G,6-5,200.0,1996-03-05,,/players/m/mudiaem01.html,mudiaem01,0,77.0
Erwin Mueller,1967,1974,C-F,6-8,230.0,1944-03-12,University of San Francisco,/players/m/mueller01.html,mueller01,0,80.0
Shabazz Muhammad,2014,2017,F-G,6-6,223.0,1992-11-13,"University of California, Los Angeles",/players/m/muhamsh01.html,muhamsh01,0,78.0
Joe Mullaney,1950,1950,G,6-0,165.0,1925-11-17,College of the Holy Cross,/players/m/mullajo01.html,mullajo01,0,72.0
Bob Mullens,1947,1947,G,6-1,175.0,1922-11-01,Fordham University,/players/m/mullebo01.html,mullebo01,0,73.0
Byron Mullens,2010,2014,C,7-0,275.0,1989-02-14,Ohio State University,/players/m/mulleby01.html,mulleby01,0,84.0
Chris Mullin,1986,2001,F-G,6-6,200.0,1963-07-30,St. John's University,/players/m/mullich01.html,mullich01,1,78.0
Jeff Mullins,1965,1976,G-F,6-4,190.0,1942-03-18,Duke University,/players/m/mullije01.html,mullije01,0,76.0
Todd Mundt,1996,1996,C,7-0,250.0,1970-05-17,Delta State University,/players/m/mundtto01.html,mundtto01,0,84.0
Xavier Munford,2016,2016,G,6-2,180.0,1992-06-01,University of Rhode Island,/players/m/munfoxa02.html,munfoxa02,0,74.0
Chris Munk,1991,1991,F,6-9,225.0,1967-08-05,University of Southern California,/players/m/munkch01.html,munkch01,0,81.0
George Munroe,1947,1948,G,5-11,170.0,1922-01-05,Dartmouth College,/players/m/munroge01.html,munroge01,0,71.0
Eric Murdock,1992,2000,G,6-1,190.0,1968-06-14,Providence College,/players/m/murdoer01.html,murdoer01,0,73.0
Gheorghe Muresan,1994,2000,C,7-7,303.0,1971-02-14,,/players/m/muresgh01.html,muresgh01,0,91.0
Allen Murphy,1976,1977,G,6-5,190.0,1952-07-15,University of Louisville,/players/m/murphal01.html,murphal01,0,77.0
Calvin Murphy,1971,1983,G,5-9,165.0,1948-05-09,Niagara University,/players/m/murphca01.html,murphca01,1,69.0
Dick Murphy,1947,1947,G,6-1,175.0,1921-03-10,Manhattan College,/players/m/murphdi01.html,murphdi01,0,73.0
Erik Murphy,2014,2014,F,6-10,230.0,1990-10-26,University of Florida,/players/m/murpher01.html,murpher01,0,82.0
Jay Murphy,1985,1988,F,6-9,220.0,1962-06-26,Boston College,/players/m/murphja01.html,murphja01,0,81.0
John Murphy,1947,1947,F,6-2,175.0,1924-09-13,,/players/m/murphjo01.html,murphjo01,0,74.0
Kevin Murphy,2013,2013,G,6-5,185.0,1990-03-06,Tennessee Technological University,/players/m/murphke01.html,murphke01,0,77.0
