Player,From,To,Pos,Ht,Wt,Birth_Date,College,Link,Bref_ID,HOF,Ht_Inches,cbb_info
Jeryl Sasser,2002,2003,G,6-6,200.0,1979-02-13,Southern Methodist University,/players/s/sasseje01.html,sasseje01,0,78.0,http://www.sports-reference.com/cbb/players/jeryl-sasser-1.html
Tomas Satoransky,2017,2017,G,6-7,210.0,1991-10-30,,/players/s/satorto01.html,satorto01,0,79.0,"['http://www.basketball-reference.com/players/s/satorto01.html', IndexError('list index out of range',)]"
Kenny Satterfield,2002,2003,G,6-2,186.0,1981-04-10,University of Cincinnati,/players/s/satteke01.html,satteke01,0,74.0,http://www.sports-reference.com/cbb/players/kenny-satterfield-1.html
Pep Saul,1950,1955,G-F,6-2,185.0,1924-02-16,Seton Hall University,/players/s/saulpe01.html,saulpe01,0,74.0,"['http://www.basketball-reference.com/players/s/saulpe01.html', IndexError('list index out of range',)]"
Woody Sauldsberry,1958,1966,F-C,6-7,220.0,1934-07-11,Texas Southern University,/players/s/sauldwo01.html,sauldwo01,0,79.0,"['http://www.basketball-reference.com/players/s/sauldwo01.html', IndexError('list index out of range',)]"
Glynn Saulters,1969,1969,G,6-2,175.0,1945-02-10,University of Louisiana at Monroe,/players/s/saultgl01.html,saultgl01,0,74.0,"['http://www.basketball-reference.com/players/s/saultgl01.html', IndexError('list index out of range',)]"
Fred Saunders,1975,1978,F,6-7,210.0,1951-06-13,Syracuse University,/players/s/saundfr01.html,saundfr01,0,79.0,"['http://www.basketball-reference.com/players/s/saundfr01.html', IndexError('list index out of range',)]"
Don Savage,1952,1957,F-G,6-3,205.0,1928-04-09,LeMoyne College,/players/s/savagdo01.html,savagdo01,0,75.0,"['http://www.basketball-reference.com/players/s/savagdo01.html', IndexError('list index out of range',)]"
Predrag Savovic,2003,2003,G,6-6,225.0,1976-05-21,University of Hawaii,/players/s/savovpr01.html,savovpr01,0,78.0,http://www.sports-reference.com/cbb/players/predrag-savovic-1.html
Alan Sawyer,1951,1951,F,6-5,195.0,1928-01-01,"University of California, Los Angeles",/players/s/sawyeal01.html,sawyeal01,0,77.0,"['http://www.basketball-reference.com/players/s/sawyeal01.html', IndexError('list index out of range',)]"
Brian Scalabrine,2002,2012,F,6-9,241.0,1978-03-18,University of Southern California,/players/s/scalabr01.html,scalabr01,0,81.0,http://www.sports-reference.com/cbb/players/brian-scalabrine-1.html
Alex Scales,2006,2006,G,6-4,185.0,1978-07-03,University of Oregon,/players/s/scaleal01.html,scaleal01,0,76.0,http://www.sports-reference.com/cbb/players/alex-scales-1.html
DeWayne Scales,1981,1984,F,6-8,208.0,1958-12-28,Louisiana State University,/players/s/scalede01.html,scalede01,0,80.0,http://www.sports-reference.com/cbb/players/dewayne-scales-1.html
Frank Schade,1973,1973,G,6-1,170.0,1950-01-22,University of Wisconsin-Eau Claire,/players/s/schadfr01.html,schadfr01,0,73.0,"['http://www.basketball-reference.com/players/s/schadfr01.html', IndexError('list index out of range',)]"
Ben Schadler,1948,1948,F,6-0,185.0,1924-03-09,Northwestern University,/players/s/schadbe01.html,schadbe01,0,72.0,"['http://www.basketball-reference.com/players/s/schadbe01.html', IndexError('list index out of range',)]"
Herm Schaefer,1949,1950,G-F,6-0,175.0,1918-12-20,Indiana University,/players/s/schaehe01.html,schaehe01,0,72.0,"['http://www.basketball-reference.com/players/s/schaehe01.html', IndexError('list index out of range',)]"
Billy Schaeffer,1974,1976,F,6-5,200.0,1951-12-11,St. John's University,/players/s/schaebi01.html,schaebi01,0,77.0,"['http://www.basketball-reference.com/players/s/schaebi01.html', IndexError('list index out of range',)]"
Bob Schafer,1956,1957,G,6-3,195.0,,Villanova University,/players/s/schafbo01.html,schafbo01,0,75.0,"['http://www.basketball-reference.com/players/s/schafbo01.html', IndexError('list index out of range',)]"
Ben Scharnus,1947,1949,F,6-2,173.0,1917-12-11,Seton Hall University,/players/s/scharbe01.html,scharbe01,0,74.0,"['http://www.basketball-reference.com/players/s/scharbe01.html', IndexError('list index out of range',)]"
Marv Schatzman,1950,1950,F,6-5,200.0,1927-02-18,Saint Louis University,/players/s/schatma01.html,schatma01,0,77.0,"['http://www.basketball-reference.com/players/s/schatma01.html', IndexError('list index out of range',)]"
Fred Schaus,1950,1954,F,6-5,205.0,1925-06-30,West Virginia University,/players/s/schaufr01.html,schaufr01,0,77.0,"['http://www.basketball-reference.com/players/s/schaufr01.html', IndexError('list index out of range',)]"
Danny Schayes,1982,1999,C-F,6-11,235.0,1959-05-10,Syracuse University,/players/s/schayda01.html,schayda01,0,83.0,http://www.sports-reference.com/cbb/players/danny-schayes-1.html
Dolph Schayes,1950,1964,F-C,6-8,220.0,1928-05-19,New York University,/players/s/schaydo01.html,schaydo01,1,80.0,"['http://www.basketball-reference.com/players/s/schaydo01.html', IndexError('list index out of range',)]"
Ossie Schectman,1947,1947,G,6-0,175.0,1919-03-30,Long Island University,/players/s/schecos01.html,schecos01,0,72.0,"['http://www.basketball-reference.com/players/s/schecos01.html', IndexError('list index out of range',)]"
Steve Scheffler,1991,1997,C-F,6-9,250.0,1967-09-03,Purdue University,/players/s/schefst01.html,schefst01,0,81.0,http://www.sports-reference.com/cbb/players/steve-scheffler-1.html
Tom Scheffler,1985,1985,C,6-11,240.0,1954-10-27,Purdue University,/players/s/schefto01.html,schefto01,0,83.0,http://www.sports-reference.com/cbb/players/tom-scheffler-1.html
Dave Schellhase,1967,1968,G,6-3,205.0,1944-10-14,Purdue University,/players/s/schelda01.html,schelda01,0,75.0,"['http://www.basketball-reference.com/players/s/schelda01.html', IndexError('list index out of range',)]"
Luke Schenscher,2006,2007,C,7-1,255.0,1982-12-31,Georgia Institute of Technology,/players/s/schenlu01.html,schenlu01,0,85.0,http://www.sports-reference.com/cbb/players/luke-schenscher-1.html
Herb Scherer,1951,1952,C,6-9,212.0,1928-12-21,Long Island University,/players/s/scherhe01.html,scherhe01,0,81.0,"['http://www.basketball-reference.com/players/s/scherhe01.html', IndexError('list index out of range',)]"
Dwayne Schintzius,1991,1999,C,7-1,260.0,1968-10-14,University of Florida,/players/s/schindw01.html,schindw01,0,85.0,http://www.sports-reference.com/cbb/players/dwayne-schintzius-1.html
Dale Schlueter,1969,1978,C,6-10,225.0,1945-11-12,Colorado State University,/players/s/schluda01.html,schluda01,0,82.0,"['http://www.basketball-reference.com/players/s/schluda01.html', IndexError('list index out of range',)]"
Otto Schnellbacher,1949,1949,F-G,6-4,185.0,1923-04-15,University of Kansas,/players/s/schneot01.html,schneot01,0,76.0,"['http://www.basketball-reference.com/players/s/schneot01.html', IndexError('list index out of range',)]"
Dick Schnittker,1951,1958,F,6-5,200.0,1928-05-27,Ohio State University,/players/s/schnidi01.html,schnidi01,0,77.0,"['http://www.basketball-reference.com/players/s/schnidi01.html', IndexError('list index out of range',)]"
Russ Schoene,1983,1989,F-C,6-10,210.0,1960-04-16,University of Tennessee at Chattanooga,/players/s/schoeru01.html,schoeru01,0,82.0,"['http://www.basketball-reference.com/players/s/schoeru01.html', IndexError('list index out of range',)]"
Dave Scholz,1970,1970,F,6-8,220.0,1948-04-12,University of Illinois at Urbana-Champaign,/players/s/scholda01.html,scholda01,0,80.0,"['http://www.basketball-reference.com/players/s/scholda01.html', IndexError('list index out of range',)]"
Milt Schoon,1947,1950,C,6-7,230.0,1922-02-25,Valparaiso University,/players/s/schoomi01.html,schoomi01,0,79.0,"['http://www.basketball-reference.com/players/s/schoomi01.html', IndexError('list index out of range',)]"
Detlef Schrempf,1986,2001,F-C,6-9,214.0,1963-01-21,University of Washington,/players/s/schrede01.html,schrede01,0,81.0,http://www.sports-reference.com/cbb/players/detlef-schrempf-1.html
Dennis Schroder,2014,2017,G,6-1,172.0,1993-09-15,,/players/s/schrode01.html,schrode01,0,73.0,"['http://www.basketball-reference.com/players/s/schrode01.html', IndexError('list index out of range',)]"
Howie Schultz,1950,1953,C-F,6-6,200.0,1922-07-03,Hamline University,/players/s/schulho01.html,schulho01,0,78.0,"['http://www.basketball-reference.com/players/s/schulho01.html', IndexError('list index out of range',)]"
Dick Schulz,1947,1950,F-G,6-2,192.0,1917-01-03,University of Wisconsin,/players/s/schuldi01.html,schuldi01,0,74.0,"['http://www.basketball-reference.com/players/s/schuldi01.html', IndexError('list index out of range',)]"
Roger Schurig,1968,1968,G,6-3,185.0,1942-04-03,Vanderbilt University,/players/s/schurro01.html,schurro01,0,75.0,"['http://www.basketball-reference.com/players/s/schurro01.html', IndexError('list index out of range',)]"
John Schweitz,1985,1987,G,6-6,210.0,1960-04-19,University of Richmond,/players/s/schwejo01.html,schwejo01,0,78.0,http://www.sports-reference.com/cbb/players/john-schweitz-1.html
Luis Scola,2008,2017,F,6-9,240.0,1980-04-30,,/players/s/scolalu01.html,scolalu01,0,81.0,"['http://www.basketball-reference.com/players/s/scolalu01.html', IndexError('list index out of range',)]"
Fred Scolari,1947,1955,G,5-10,180.0,1922-03-01,University of San Francisco,/players/s/scolafr01.html,scolafr01,0,70.0,"['http://www.basketball-reference.com/players/s/scolafr01.html', IndexError('list index out of range',)]"
Alvin Scott,1978,1985,F-G,6-7,185.0,1955-09-14,Oral Roberts University,/players/s/scottal01.html,scottal01,0,79.0,http://www.sports-reference.com/cbb/players/alvin-scott-1.html
Brent Scott,1997,1997,F-C,6-10,250.0,1971-06-15,Rice University,/players/s/scottbr01.html,scottbr01,0,82.0,http://www.sports-reference.com/cbb/players/brent-scott-1.html
Byron Scott,1984,1997,G,6-3,195.0,1961-03-28,Arizona State University,/players/s/scottby01.html,scottby01,0,75.0,http://www.sports-reference.com/cbb/players/byron-scott-1.html
Charlie Scott,1971,1980,G-F,6-5,175.0,1948-12-15,University of North Carolina,/players/s/scottch01.html,scottch01,0,77.0,http://www.sports-reference.com/cbb/players/charlie-scott-1.html
Dennis Scott,1991,2000,F,6-8,229.0,1968-09-05,Georgia Institute of Technology,/players/s/scottde01.html,scottde01,0,80.0,http://www.sports-reference.com/cbb/players/dennis-scott-1.html
James Scott,1997,1997,F,6-6,180.0,1972-06-06,St. John's University,/players/s/scottja01.html,scottja01,0,78.0,http://www.sports-reference.com/cbb/players/james-scott-1.html
Mike Scott,2013,2017,F,6-8,237.0,1988-07-16,University of Virginia,/players/s/scottmi01.html,scottmi01,0,80.0,http://www.sports-reference.com/cbb/players/mike-scott-4.html
Ray Scott,1962,1972,F-C,6-9,215.0,1938-07-12,University of Portland,/players/s/scottra01.html,scottra01,0,81.0,"['http://www.basketball-reference.com/players/s/scottra01.html', IndexError('list index out of range',)]"
Shawnelle Scott,1997,2002,C,6-10,250.0,1972-06-16,St. John's University,/players/s/scottsh01.html,scottsh01,0,82.0,http://www.sports-reference.com/cbb/players/shawnelle-scott-1.html
Willie Scott,1970,1970,F,6-5,210.0,1947-05-22,Alabama State University,/players/s/scottwi01.html,scottwi01,0,77.0,"['http://www.basketball-reference.com/players/s/scottwi01.html', IndexError('list index out of range',)]"
Paul Scranton,1968,1968,F,6-5,230.0,1944-04-30,"California State Polytechnic University, Pomona",/players/s/scranpa01.html,scranpa01,0,77.0,"['http://www.basketball-reference.com/players/s/scranpa01.html', IndexError('list index out of range',)]"
Carey Scurry,1986,1988,F,6-7,188.0,1962-12-04,Long Island University,/players/s/scurrca01.html,scurrca01,0,79.0,http://www.sports-reference.com/cbb/players/carey-scurry-1.html
Bruce Seals,1974,1978,F,6-8,210.0,1953-06-18,Xavier University of Louisiana,/players/s/sealsbr01.html,sealsbr01,0,80.0,"['http://www.basketball-reference.com/players/s/sealsbr01.html', IndexError('list index out of range',)]"
Shea Seals,1998,1998,G,6-5,210.0,1975-08-26,University of Tulsa,/players/s/sealssh01.html,sealssh01,0,77.0,http://www.sports-reference.com/cbb/players/shea-seals-1.html
Malik Sealy,1993,2000,G,6-8,190.0,1970-02-01,St. John's University,/players/s/sealyma01.html,sealyma01,0,80.0,http://www.sports-reference.com/cbb/players/malik-sealy-1.html
Ed Searcy,1976,1976,F,6-6,210.0,1952-04-17,St. John's University,/players/s/searced01.html,searced01,0,78.0,"['http://www.basketball-reference.com/players/s/searced01.html', IndexError('list index out of range',)]"
Kenny Sears,1956,1964,F,6-9,198.0,1933-08-17,Santa Clara University,/players/s/searske01.html,searske01,0,81.0,http://www.sports-reference.com/cbb/players/ken-sears-1.html
Wayne See,1950,1950,G,6-3,190.0,1923-11-03,Northern Arizona University,/players/s/seewa01.html,seewa01,0,75.0,"['http://www.basketball-reference.com/players/s/seewa01.html', IndexError('list index out of range',)]"
Thabo Sefolosha,2007,2017,G-F,6-7,220.0,1984-05-02,,/players/s/sefolth01.html,sefolth01,0,79.0,"['http://www.basketball-reference.com/players/s/sefolth01.html', IndexError('list index out of range',)]"
Rony Seikaly,1989,1999,C,6-11,230.0,1965-05-10,Syracuse University,/players/s/seikaro01.html,seikaro01,0,83.0,http://www.sports-reference.com/cbb/players/rony-seikaly-1.html
Glen Selbo,1950,1950,G-F,6-3,196.0,1926-03-29,University of Wisconsin,/players/s/selbogl01.html,selbogl01,0,75.0,"['http://www.basketball-reference.com/players/s/selbogl01.html', IndexError('list index out of range',)]"
Josh Selby,2012,2013,G,6-2,183.0,1991-03-27,University of Kansas,/players/s/selbyjo01.html,selbyjo01,0,74.0,http://www.sports-reference.com/cbb/players/josh-selby-1.html
Wayne Selden,2017,2017,G-F,6-5,230.0,1994-09-30,University of Kansas,/players/s/seldewa01.html,seldewa01,0,77.0,http://www.sports-reference.com/cbb/players/wayne-selden-1.html
Brad Sellers,1987,1993,C-F,7-0,210.0,1962-12-17,Ohio State University,/players/s/sellebr01.html,sellebr01,0,84.0,http://www.sports-reference.com/cbb/players/brad-sellers-1.html
Phil Sellers,1977,1977,F-G,6-4,195.0,1953-11-20,Rutgers University,/players/s/selleph01.html,selleph01,0,76.0,"['http://www.basketball-reference.com/players/s/selleph01.html', IndexError('list index out of range',)]"
Rollie Seltz,1950,1950,G-F,5-10,165.0,1924-01-25,Hamline University,/players/s/seltzro01.html,seltzro01,0,70.0,"['http://www.basketball-reference.com/players/s/seltzro01.html', IndexError('list index out of range',)]"
Lester Selvage,1968,1970,G,6-1,175.0,1943-03-07,Truman State University,/players/s/selvale01.html,selvale01,0,73.0,"['http://www.basketball-reference.com/players/s/selvale01.html', IndexError('list index out of range',)]"
Frank Selvy,1955,1964,G-F,6-3,180.0,1932-11-09,Furman University,/players/s/selvyfr01.html,selvyfr01,0,75.0,"['http://www.basketball-reference.com/players/s/selvyfr01.html', IndexError('list index out of range',)]"
Jim Seminoff,1947,1950,G-F,6-2,190.0,1922-09-01,University of Southern California,/players/s/seminji01.html,seminji01,0,74.0,"['http://www.basketball-reference.com/players/s/seminji01.html', IndexError('list index out of range',)]"
Mouhamed Sene,2007,2009,C-F,6-11,230.0,1986-05-12,,/players/s/senesa01.html,senesa01,0,83.0,"['http://www.basketball-reference.com/players/s/senesa01.html', IndexError('list index out of range',)]"
George Senesky,1947,1954,G,6-2,179.0,1922-04-04,Saint Joseph's University,/players/s/senesge01.html,senesge01,0,74.0,"['http://www.basketball-reference.com/players/s/senesge01.html', IndexError('list index out of range',)]"
Kevin Seraphin,2011,2017,F,6-9,285.0,1989-12-07,,/players/s/serapke01.html,serapke01,0,81.0,"['http://www.basketball-reference.com/players/s/serapke01.html', IndexError('list index out of range',)]"
Ansu Sesay,2002,2005,F,6-9,225.0,1976-07-29,University of Mississippi,/players/s/sesayan01.html,sesayan01,0,81.0,http://www.sports-reference.com/cbb/players/ansu-sesay-1.html
Ramon Sessions,2008,2017,G,6-3,190.0,1986-04-11,"University of Nevada, Reno",/players/s/sessira01.html,sessira01,0,75.0,http://www.sports-reference.com/cbb/players/ramon-sessions-1.html
Ha Seung-Jin,2005,2006,C,7-3,305.0,1985-08-04,,/players/s/seungha01.html,seungha01,0,87.0,"['http://www.basketball-reference.com/players/s/seungha01.html', IndexError('list index out of range',)]"
Tom Sewell,1985,1985,G,6-5,185.0,1962-03-11,Lamar University,/players/s/sewelto01.html,sewelto01,0,77.0,http://www.sports-reference.com/cbb/players/tom-sewell-1.html
Paul Seymour,1948,1960,G-F,6-1,180.0,1928-01-30,University of Toledo,/players/s/seymopa01.html,seymopa01,0,73.0,"['http://www.basketball-reference.com/players/s/seymopa01.html', IndexError('list index out of range',)]"
Nick Shaback,1947,1947,G,5-11,180.0,1918-09-10,,/players/s/shabani01.html,shabani01,0,71.0,"['http://www.basketball-reference.com/players/s/shabani01.html', IndexError('list index out of range',)]"
Lynn Shackelford,1970,1970,F,6-5,190.0,1947-08-27,"University of California, Los Angeles",/players/s/shackly01.html,shackly01,0,77.0,"['http://www.basketball-reference.com/players/s/shackly01.html', IndexError('list index out of range',)]"
Charles Shackleford,1989,1999,F-C,6-10,225.0,1966-04-22,North Carolina State University,/players/s/shackch01.html,shackch01,0,82.0,http://www.sports-reference.com/cbb/players/charles-shackleford-1.html
Carl Shaeffer,1950,1951,F-G,6-3,185.0,1924-10-25,University of Alabama,/players/s/shaefca01.html,shaefca01,0,75.0,"['http://www.basketball-reference.com/players/s/shaefca01.html', IndexError('list index out of range',)]"
